炉号,钢种,钢号,转炉终点温度,转炉终点C,转炉终点Mn,转炉终点S,转炉终点P,转炉终点Si,钢水净重,连铸正样C,连铸正样Mn,连铸正样S,连铸正样P,连铸正样Si,连铸正样Ceq_val,连铸正样Cr,连铸正样Ni_val,连铸正样Cu_val,连铸正样Nb_val,连铸正样V_val,连铸正样Alt_val,连铸正样Als_val,连铸正样Mo_val,连铸正样Ti_val,连铸正样N_val,连铸正样O_val,连铸正样B_val,氮化钒铁FeV55N11-A,低铝硅铁,钒氮合金(进口),钒铁(FeV50-A),钒铁(FeV50-B),钒铁(FeV50-B).1,硅铝钙,硅铝合金FeAl30Si25,硅铝锰合金球,硅锰面（硅锰渣）,硅铁(合格块),硅铁FeSi75-B,石油焦增碳剂,锰硅合金FeMn64Si27(合格块),锰硅合金FeMn68Si18(合格块),碳化硅(55%),硅钙碳脱氧剂,加入C含量,吸收C质量,C收得率,加入Mn含量,吸收Mn质量,Mn收得率
7A05727             ,低合金    ,HRB400D    ,1640.0,0.00052,,0.00026,,0.001,76550.0,,,,,,0.451,,0.005,0.015,,0.031,0.0041,0.0018,0.003,0.0,,,,12,0,0,0,0,30,50,0,0,200,0,0,93,0,1270,88,0,140.67000000000002,,,976.0800000000002,,
7A05726             ,低合金    ,HRB400D    ,1800.0,0.00054,,0.00023,,0.001,63900.0,,,,,,0.465,,0.005,0.013,,0.031,0.0035,0.0013,0.0035,0.0,,,,12,0,0,0,0,30,50,0,0,200,0,0,85,0,1280,88,0,133.16,,,982.72,,
7A05725             ,低合金    ,HRB400D    ,1655.0,0.00045,,0.00022,,0.001,72150.0,,,,,,0.473,,0.007,0.014,,0.032,0.0035,0.0013,0.0033,0.0,,,,12,0,0,0,0,30,50,0,0,200,0,0,95,0,1250,88,0,142.25,,,962.8,,
7A05724             ,低合金    ,HRB400D    ,1672.0,0.00054,,0.00016,,0.001,70350.0,,,,,,0.47,,0.007,0.015,,0.032,0.0038,0.0016,0.0033,0.0,,,,12,0,0,0,0,30,50,0,0,200,0,0,85,0,1220,88,0,132.14000000000001,,,942.8800000000001,,
7A05723             ,低合金    ,HRB400D    ,1660.0,0.00048,,0.00023,,0.001,68950.0,,,,,,0.462,,0.006,0.015,,0.033,0.0154,0.0129,0.0032,0.0,,,,12,0,0,0,0,30,0,50,0,200,0,0,85,0,1250,88,0,132.837,,,962.8,,
7A05722             ,低合金    ,HRB400D    ,1666.0,0.00058,,0.00027,,0.002,69600.0,,,,,,0.468,,0.009,0.017,,0.032,0.0036,0.0014,0.0034,0.0,,,,12,0,0,0,0,30,50,0,0,200,0,0,85,0,1250,88,0,132.65,,,962.8,,
7A05721             ,低合金    ,HRB400D    ,1697.0,0.00049,,0.00026,,0.001,70250.0,,,,,,0.47,,0.006,0.017,,0.034,0.0036,0.0014,0.0027,0.0,,,,12,0,0,0,0,30,25,0,0,200,0,0,95,0,1260,88,0,142.42000000000002,,,969.44,,
7A05720             ,低合金    ,HRB400D    ,1671.0,0.00053,,0.00032,,0.001,69800.0,,,,,,0.463,,0.008,0.016,,0.032,0.0032,0.001,0.0029,0.0,,,,12,0,0,0,0,30,50,0,0,200,0,0,95,0,1270,88,0,142.59,,,976.0800000000002,,
7A05719             ,低合金    ,HRB400D    ,1645.0,0.00044,,0.00026,,0.001,73400.0,,,,,,0.472,,0.008,0.017,,0.032,0.0034,0.0012,0.0027,0.0,,,,13,0,0,0,0,30,50,0,0,200,0,0,110,0,1350,88,0,158.35,,,1029.2,,
7A05718             ,低合金    ,HRB400D    ,1694.0,0.0005,,0.00024,,0.002,71550.0,,,,,,0.464,,0.007,0.016,,0.031,0.0035,0.0013,0.002,0.0,,,,13,0,0,0,0,30,0,25,0,200,0,0,85,0,1230,88,0,132.40349999999998,,,949.52,,
7A05717             ,低合金    ,HRB400D    ,1651.0,0.0004,,0.00035,,0.002,73200.0,,,,,,0.456,,0.007,0.014,,0.033,0.0035,0.0013,0.0027,0.0,,,,12,0,0,0,0,30,50,0,0,200,0,0,102,0,1300,88,0,149.82000000000002,,,996.0,,
7A05716             ,低合金    ,HRB400D    ,1677.0,0.00023,,0.00028,,0.001,72550.0,,,,,,0.459,,0.006,0.013,,0.031,0.0036,0.0014,0.0021,0.0,,,,12,0,0,0,0,29,50,0,0,0,0,0,85,0,1330,88,0,130.60999999999999,,,883.12,,
7A05715             ,低合金    ,HRB400D    ,1657.0,0.00095,,0.00025,,0.002,67700.0,,,,,,0.472,,0.004,0.012,,0.029,0.0036,0.0014,0.002,0.0,,,,12,0,0,0,0,28,25,0,0,0,0,0,85,0,1396,88,0,131.732,,,926.9440000000001,,
7A05714             ,低合金    ,HRB400D    ,1669.0,0.00045,,0.00024,,0.001,69900.0,,,,,,0.461,,0.006,0.014,,0.031,0.0034,0.0012,0.0027,0.0,,,,12,0,0,0,0,28,25,0,0,0,0,0,85,0,1425,88,0,132.225,,,946.2,,
7A05713             ,低合金    ,HRB400D    ,1686.0,0.00019,,0.00029,,0.001,71500.0,,,,,,0.455,,0.015,0.019,,0.031,0.0035,0.0013,0.0054,0.0,,,,12,0,0,0,0,30,25,0,0,0,0,0,85,0,1471,88,0,133.007,,,976.744,,
7A05712             ,低合金    ,HRB400D    ,1679.0,0.00103,,0.00027,,0.001,71600.0,,,,,,0.484,,0.008,0.018,,0.034,0.0037,0.0015,0.0034,0.0,,,,13,0,0,0,0,31,25,0,0,0,0,0,85,0,1490,88,0,133.32999999999998,,,989.36,,
7A05711             ,低合金    ,HRB400B    ,1666.0,0.00084,,0.00021,,0.001,69300.0,,,,,,0.463,,0.008,0.022,,0.035,0.0037,0.0015,0.0022,0.0,,,,0,0,0,0,0,48,0,0,0,0,0,0,68,0,1447,88,20,120.79284616,,,960.8080000000001,,
7A05710             ,低合金    ,HRB400B    ,1672.0,0.00072,,0.00031,,0.001,73350.0,,,,,,0.459,,0.009,0.015,,0.035,0.0037,0.0015,0.003,0.0,,,,0,0,0,0,0,48,25,0,0,0,0,0,85,0,1466,88,0,132.922,,,973.4240000000001,,
7A05709             ,低合金    ,HRB400B    ,1686.0,0.00076,,0.00024,,0.001,72400.0,,,,,,0.455,,0.006,0.015,,0.034,0.0035,0.0013,0.0024,0.0,,,,0,0,0,48,0,0,25,0,0,0,0,0,68,0,1508,88,0,117.4648,,,1001.312,,
7A05708             ,低合金    ,HRB400B    ,1692.0,0.00032,,0.0002,,0.002,78000.0,,,,,,0.462,,0.015,0.015,,0.036,0.0036,0.0014,0.0058,0.0,,,,0,0,0,0,0,48,50,0,0,0,0,0,109,0,1418,88,0,155.14600000000002,,,941.552,,
7A05707             ,低合金    ,HRB400B    ,1803.0,0.00068,,0.00023,,0.002,71450.0,,,,,,0.48,,0.015,0.016,,0.035,0.0038,0.0016,0.0093,0.0,,,,6,0,0,0,0,40,25,0,0,0,0,0,85,0,1481,88,0,133.177,,,983.384,,
7A05706             ,低合金    ,HRB400B    ,1660.0,0.00055,,0.00023,,0.0,71150.0,,,,,,0.467,,0.005,0.016,,0.033,0.0037,0.0015,0.0017,0.0,,,,7,0,0,0,0,40,50,0,0,0,0,0,85,0,1468,88,0,132.956,,,974.7520000000001,,
7A05705             ,低合金    ,HRB400B    ,1666.0,0.00037,,0.00028,,0.0,80300.0,,,,,,0.466,,0.006,0.014,,0.035,0.0036,0.0014,0.0024,0.0,,,,7,0,0,0,0,40,75,0,0,0,0,0,85,0,1450,0,0,106.25,,,962.8000000000001,,
7A05704             ,低合金    ,HRB400D    ,1662.0,0.00045,,0.00027,,0.0,71350.0,,,,,,0.456,,0.003,0.01,,0.032,0.0035,0.0013,0.0023,0.0,,,,13,0,0,0,0,30,50,0,0,0,0,0,85,0,1450,0,0,106.25,,,962.8000000000001,,
7A05703             ,低合金    ,HRB400D    ,1650.0,0.00046,,0.00028,,0.001,70100.0,,,,,,0.456,,0.006,0.014,,0.032,0.0035,0.0013,0.003,0.0,,,,13,0,0,0,0,30,50,0,0,0,0,0,85,0,1450,0,0,106.25,,,962.8000000000001,,
7A05702             ,低合金    ,HRB400D    ,1646.0,0.00047,,0.00024,,0.0,71450.0,,,,,,0.47,,0.005,0.014,,0.032,0.0034,0.0012,0.0037,0.0,,,,13,0,0,0,0,30,25,0,0,0,0,0,85,0,1450,0,0,106.25,,,962.8000000000001,,
7A05701             ,低合金    ,HRB400D    ,1699.0,0.0005,,0.0002,,0.001,74750.0,,,,,,0.472,,0.004,0.015,,0.033,0.0035,0.0013,0.0021,0.0,,,,13,0,0,0,0,30,50,0,0,0,0,0,80,0,1450,0,0,101.45,,,962.8000000000001,,
7A05700             ,低合金    ,HRB400D    ,1668.0,0.00034,,0.00024,,0.002,69750.0,,,,,,0.474,,0.008,0.017,,0.033,0.0035,0.0013,0.0037,0.0,,,,13,0,0,0,0,30,50,0,0,0,0,0,85,0,1420,0,0,105.74,,,942.88,,
7A05699             ,低合金    ,HRB400D    ,1676.0,0.00035,,0.00025,,0.001,68700.0,,,,,,0.467,,0.006,0.011,,0.033,0.0035,0.0013,0.0026,0.0,,,,13,0,0,0,0,30,50,0,0,0,0,0,85,0,1450,0,0,106.25,,,962.8000000000001,,
7A05698             ,低合金    ,HRB400B    ,1677.0,0.00042,,0.00021,,0.002,70900.0,,,,,,0.47,,0.004,0.011,,0.035,0.0035,0.0013,0.0018,0.0,,,,7,0,0,0,0,40,50,0,0,0,0,0,85,0,1420,0,0,105.74,,,942.88,,
7A05697             ,低合金    ,HRB400B    ,1686.0,0.0005,,0.00022,,0.002,71050.0,,,,,,0.473,,0.003,0.011,,0.034,0.0036,0.0014,0.0027,0.0,,,,7,0,0,0,0,40,25,0,0,0,0,0,77,0,1460,132,0,138.34,,,969.44,,
7A05696             ,低合金    ,HRB400B    ,1663.0,0.00054,,0.00029,,0.0,72100.0,,,,,,0.467,,0.004,0.011,,0.033,0.0034,0.0012,0.0018,0.0,,,,7,0,0,0,0,40,25,0,0,0,0,0,76,0,1470,132,0,137.54999999999998,,,976.08,,
7A05695             ,低合金    ,HRB400B    ,1807.0,0.00047,,0.00028,,0.002,72850.0,,,,,,0.461,,0.002,0.011,,0.034,0.0036,0.0014,0.0032,0.0,,,,7,0,0,0,0,40,50,0,0,0,0,0,80,0,1480,132,0,141.56,,,982.72,,
7A05694             ,低合金    ,HRB400B    ,1668.0,0.00056,,0.00029,,0.002,73250.0,,,,,,0.476,,0.005,0.015,,0.036,0.0034,0.0012,0.0027,0.0,,,,7,0,0,0,0,40,50,0,0,0,0,0,90,0,1520,132,0,151.84,,,1009.2800000000001,,
7A05693             ,低合金    ,HRB400B    ,0.0,0.00059,,0.00031,,0.002,72950.0,,,,,,0.462,,0.006,0.015,,0.034,0.0037,0.0015,0.0021,0.0,,,,7,0,0,0,0,41,25,0,0,0,0,0,76,0,0,132,0,112.56,,,0.0,,
7A05692             ,低合金    ,HRB400B    ,1645.0,0.0003,,0.00028,,0.002,75350.0,,,,,,0.464,,0.007,0.017,,0.035,0.0036,0.0014,0.002,0.0,,,,7,0,0,0,0,40,50,0,0,0,0,0,90,0,1510,132,0,151.67,,,1002.6400000000001,,
7A05691             ,低合金    ,HRB400B    ,1664.0,0.00023,,0.00023,,0.002,71850.0,,,,,,0.46,,0.006,0.015,,0.036,0.0035,0.0013,0.0022,0.0,,,,7,0,0,0,0,39,75,0,0,0,0,0,90,0,1470,132,0,150.98999999999998,,,976.08,,
7A05690             ,低合金    ,HRB400B    ,1688.0,0.00067,,0.00018,,0.002,71700.0,,,,,,0.484,,0.006,0.015,,0.037,0.0041,0.0019,0.0028,0.0,,,,6,0,0,0,0,39,25,0,0,0,0,0,60,0,1380,132,0,120.66,,,916.32,,
7A05689             ,低合金    ,HRB400B    ,1643.0,0.00039,,0.0003,,0.0,66400.0,,,,,,0.485,,0.005,0.013,,0.033,0.0037,0.0015,0.0014,0.0,,,,7,0,0,0,0,41,50,0,0,0,0,0,85,0,1580,132,0,148.06,,,1049.1200000000001,,
7A05688             ,低合金    ,HRB400B    ,1681.0,0.00025,,0.00023,,0.0,74100.0,,,,,,0.462,,0.006,0.014,,0.033,0.0036,0.0015,0.0019,0.0,,,,7,0,0,0,0,41,50,0,0,0,0,0,85,0,1600,132,0,148.4,,,1062.4,,
7A05687             ,低合金    ,HRB400B    ,1648.0,0.00074,,0.00036,,0.001,73300.0,,,,,,0.457,,0.005,0.013,,0.034,0.2819,0.2257,0.0031,0.0,,,,6,0,0,0,0,41,25,0,0,0,0,0,68,0,1480,132,0,130.04,,,982.72,,
7A05686             ,低合金    ,HRB400B    ,1665.0,0.0007,,0.00028,,0.001,71600.0,,,,,,0.471,,0.005,0.014,,0.034,0.0059,0.0036,0.003,0.0,,,,6,0,0,0,0,41,25,0,0,0,0,0,68,0,1430,132,0,129.19,,,949.5200000000001,,
7A05685             ,低合金    ,HRB400B    ,1666.0,0.00046,,0.00027,,0.001,70850.0,,,,,,0.478,,0.007,0.016,,0.034,0.0038,0.0016,0.0024,0.0,,,,7,0,0,0,0,41,50,0,0,200,0,0,85,0,1380,132,0,148.06,,,1049.1200000000001,,
7A05684             ,低合金    ,HRB400B    ,1667.0,0.0005,,0.00027,,0.0,76350.0,,,,,,0.481,,0.003,0.012,,0.032,0.0039,0.0017,0.0025,0.0,,,,6,0,0,0,0,39,50,0,0,0,0,0,85,0,1540,132,0,147.38,,,1022.5600000000001,,
7A05683             ,低合金    ,HRB400B    ,1673.0,0.001,,0.0002,,0.001,71900.0,,,,,,0.477,,0.004,0.014,,0.035,0.0046,0.0024,0.0021,0.0,,,,6,0,0,39,0,0,25,0,0,200,0,0,34,0,1200,132,0,96.1609,,,929.6000000000001,,
7A05682             ,低合金    ,HRB400B    ,1647.0,0.00071,,0.00032,,0.001,71600.0,,,,,,0.459,,0.005,0.013,,0.034,0.3162,0.2538,0.0027,0.0,,,,6,0,0,39,0,0,25,0,0,200,0,0,54,0,1240,132,0,116.0409,,,956.1600000000001,,
7A05681             ,低合金    ,HRB400B    ,1657.0,0.00065,,0.00043,,0.001,71900.0,,,,,,0.463,,0.005,0.014,,0.033,0.0035,0.0013,0.0017,0.0,,,,7,0,0,40,0,0,25,0,0,200,0,0,68,0,1300,132,0,130.504,,,996.0,,
7A05680             ,低合金    ,HRB400B    ,1662.0,0.00075,,0.00033,,0.002,74600.0,,,,,,0.458,,0.003,0.011,,0.032,0.0037,0.0015,0.0026,0.0,,,,6,0,0,0,0,39,25,0,0,200,0,0,68,0,1220,132,0,129.02,,,942.8800000000001,,
7A05679             ,低合金    ,HRB400B    ,1708.0,0.00066,,0.00036,,0.001,74700.0,,,,,,0.464,,0.003,0.012,,0.033,0.0052,0.0029,0.0025,0.0,,,,7,0,0,40,0,0,25,0,0,200,0,0,68,0,1280,132,0,130.16400000000002,,,982.72,,
7A05678             ,低合金    ,HRB400B    ,1636.0,0.00135,,0.00033,,0.001,76250.0,,,,,,0.462,,0.003,0.011,,0.035,0.0033,0.0011,0.0026,0.0,,,,7,0,0,41,0,0,0,0,0,200,0,0,17,0,1300,132,20,86.06094616,,,996.0,,
7A05677             ,低合金    ,HRB400B    ,1668.0,0.00076,,0.00038,,0.001,73850.0,,,,,,0.48,,0.005,0.014,,0.034,0.4259,0.3451,0.0029,0.0,,,,6,0,0,40,0,0,25,0,0,200,0,0,54,0,1260,88,0,103.184,,,969.44,,
7A05676             ,低合金    ,HRB400B    ,1656.0,0.00073,,0.00034,,0.0,74300.0,,,,,,0.474,,0.005,0.013,,0.034,0.0035,0.0013,0.0037,0.0,,,,6,0,0,39,0,0,25,0,0,200,0,0,54,0,1220,132,0,115.70089999999999,,,942.8800000000001,,
7A05675             ,低合金    ,HRB400B    ,1639.0,0.00062,,0.00037,,0.0,69900.0,,,,,,0.458,,0.003,0.011,,0.034,0.0035,0.0013,0.0023,0.0,,,,8,0,0,0,0,40,25,0,0,200,0,0,92,0,1230,88,0,139.03,,,949.52,,
7A05674             ,低合金    ,HRB400B    ,1683.0,0.00049,,0.00031,,0.001,74650.0,,,,,,0.462,,0.002,0.013,,0.035,0.0036,0.0014,0.0021,0.0,,,,7,0,0,0,0,40,50,0,0,200,0,0,92,0,1290,88,0,140.05,,,989.3600000000001,,
7A05673             ,低合金    ,HRB400B    ,1664.0,0.00049,,0.00033,,0.002,68850.0,,,,,,0.456,,0.008,0.013,0.0,0.035,0.0049,0.0031,0.0011,0.001,,,,7,0,0,0,0,40,50,0,0,200,0,0,90,0,1240,88,0,137.28,,,956.1600000000001,,
7A05672             ,低合金    ,HRB400B    ,1647.0,0.00061,,0.00036,,0.002,71800.0,,,,,,0.464,,0.005,0.012,0.0,0.037,0.005,0.0031,0.0014,0.001,,,,6,0,0,0,0,40,25,0,0,200,0,0,80,0,1150,88,0,126.15,,,896.4000000000001,,
7A05671             ,低合金    ,HRB400B    ,1684.0,0.00071,,0.00027,,0.002,67950.0,,,,,,0.457,,0.006,0.013,0.0,0.035,0.0052,0.0032,0.0018,0.001,,,,8,0,0,0,0,41,25,0,0,200,0,0,85,0,1260,88,0,132.82,,,969.44,,
7A05670             ,低合金    ,HRB400B    ,1666.0,0.00101,,0.0003,,0.002,74200.0,,,,,,0.447,,0.004,0.011,0.0,0.034,0.0043,0.0027,0.0003,0.001,,,,8,0,0,0,0,40,0,0,0,0,0,0,60,0,1470,88,20,113.50384616000001,,,976.08,,
7A05669             ,低合金    ,HRB400B    ,1672.0,0.00085,,0.0003,,0.0,76300.0,,,,,,0.468,,0.007,0.012,0.0,0.035,0.0051,0.0032,0.0021,0.001,,,,7,0,0,0,0,40,0,0,0,200,0,0,68,0,1200,88,20,119.99384616000002,,,929.6000000000001,,
7A05668             ,低合金    ,HRB400B    ,1645.0,0.00048,,0.00026,,0.002,71500.0,,,,,,0.456,,0.007,0.015,0.0,0.036,0.0056,0.0035,0.0017,0.001,,,,7,0,0,0,0,40,50,0,0,200,0,0,90,0,1220,88,0,136.94,,,942.8800000000001,,
7A05667             ,低合金    ,HRB400B    ,1667.0,0.00068,,0.00024,,0.002,71200.0,,,,,,0.471,,0.008,0.017,0.0,0.036,0.0054,0.0034,0.0024,0.001,,,,8,0,0,0,0,41,25,0,0,200,0,0,90,0,1290,88,0,138.13,,,989.3600000000001,,
7A05666             ,低合金    ,HRB400B    ,1653.0,0.00072,,0.0003,,0.002,75550.0,,,,,,0.474,,0.006,0.015,0.0,0.035,0.0052,0.0033,0.002,0.001,,,,7,0,0,0,0,40,0,25,0,250,0,0,80,0,1220,88,0,128.2835,,,976.08,,
7A05665             ,低合金    ,HRB400B    ,1640.0,0.00096,,0.00028,,0.0,73550.0,,,,,,0.458,,0.006,0.016,0.0,0.035,0.0047,0.0029,0.0008,0.001,,,,0,0,0,0,0,48,0,0,0,250,0,0,60,0,1220,88,20,113.50384616000001,,,976.08,,
7A05664             ,低合金    ,HRB400B    ,1642.0,0.00044,,0.00033,,0.003,72350.0,,,,,,0.469,,0.008,0.016,0.0,0.036,0.0049,0.0031,0.0001,0.001,,,,0,0,0,0,0,52,0,50,0,200,0,0,110,0,1280,88,0,157.347,,,982.72,,
7A05663             ,低合金    ,HRB400B    ,1660.0,0.00092,,0.00023,,0.003,77900.0,,,,,,0.472,,0.008,0.016,0.0,0.037,0.005,0.0031,0.0004,0.001,,,,0,0,0,0,0,50,0,0,0,200,0,0,60,0,1270,88,20,113.50384615999998,,,976.0800000000002,,
7A05662             ,低合金    ,HRB400B    ,1656.0,0.00069,,0.00026,,0.002,73200.0,,,,,,0.458,,0.008,0.015,0.0,0.034,0.0054,0.0034,0.0023,0.001,,,,8,0,0,0,0,40,0,0,0,250,0,0,95,0,1280,88,20,148.12384616000003,,,1015.9200000000001,,
7A05661             ,低合金    ,HRB400B    ,1650.0,0.00088,,0.00035,,0.0,76550.0,,,,,,0.47,,0.007,0.017,0.0,0.033,0.005,0.0032,0.0016,0.001,,,,8,0,0,0,0,40,0,0,0,250,0,0,60,0,1250,88,20,114.01384616,,,996.0,,
7A05660             ,低合金    ,HRB400B    ,1668.0,0.00051,,0.0003,,0.002,75750.0,,,,,,0.476,,0.008,0.018,0.0,0.034,0.0212,0.0139,0.0011,0.001,,,,6,0,0,0,0,40,50,0,0,0,0,0,95,0,1500,88,0,143.1,,,996.0,,
7A05659             ,低合金    ,HRB400B    ,1656.0,0.00052,,0.00034,,0.002,68700.0,,,,,,0.474,,0.007,0.017,0.0,0.032,0.0047,0.0029,0.0036,0.001,,,,7,0,0,0,0,40,25,0,0,0,0,0,85,0,1450,0,0,106.25,,,962.8000000000001,,
7A05658             ,低合金    ,HRB400B    ,1679.0,0.00123,,0.0002,,0.0,74850.0,,,,,,0.462,,0.006,0.014,0.0,0.033,0.0053,0.0033,0.0004,0.001,,,,7,0,0,0,0,40,0,0,0,0,0,0,25,0,1400,0,20,52.31384616,,,929.6,,
7A05657             ,低合金    ,HRB400B    ,1661.0,0.00111,,0.00025,,0.003,68850.0,,,,,,0.472,,0.005,0.012,,0.033,0.0035,0.0013,0.0028,0.0,,,,7,0,0,0,0,40,0,0,0,0,0,0,34,0,1420,0,20,61.29384616,,,942.88,,
7A05656             ,低合金    ,HRB400B    ,1669.0,0.00107,,0.00026,,0.003,69950.0,,,,,,0.464,,0.006,0.017,,0.033,0.0037,0.0015,0.0025,0.0,,,,7,0,0,0,0,40,0,0,0,0,0,0,40,0,1450,0,20,67.56384616,,,962.8000000000001,,
7A05655             ,低合金    ,HRB400B    ,1661.0,0.00048,,0.00024,,0.003,74500.0,,,,,,0.465,,0.008,0.017,,0.033,0.0034,0.0012,0.0029,0.0,,,,7,0,0,0,0,40,25,0,0,0,0,0,80,0,1400,0,0,100.6,,,929.6,,
7A05654             ,低合金    ,HRB400B    ,1700.0,0.00066,,0.00022,,0.003,71150.0,,,,,,0.466,,0.004,0.013,,0.032,0.0035,0.0013,0.0035,0.0,,,,7,0,0,0,0,40,25,0,0,0,0,0,80,0,1420,0,0,100.94,,,942.88,,
7A05653             ,低合金    ,HRB400B    ,1677.0,0.00067,,0.00024,,0.003,72450.0,,,,,,0.459,,0.004,0.012,,0.032,0.0036,0.0014,0.0024,0.0,,,,7,0,0,0,0,40,25,0,0,0,0,0,68,0,1420,132,0,129.02,,,942.88,,
7A05652             ,低合金    ,HRB400B    ,1646.0,0.0008,,0.00023,,0.003,74350.0,,,,,,0.458,,0.004,0.015,,0.035,0.0035,0.0013,0.0026,0.0,,,,6,0,0,0,0,40,0,0,0,0,0,0,55,0,1350,132,20,119.86384616,,,896.4000000000001,,
7A05651             ,低合金    ,HRB400B    ,1669.0,0.00072,,0.00021,,0.003,69000.0,,,,,,0.469,,0.006,0.018,,0.034,0.0036,0.0014,0.0026,0.0,,,,7,0,0,0,0,40,25,0,0,0,0,0,66,0,1420,132,0,127.1,,,942.88,,
7A05650             ,低合金    ,HRB400B    ,1662.0,0.00081,,0.00025,,0.003,71200.0,,,,,,0.464,,0.007,0.017,,0.032,0.0041,0.0019,0.0029,0.0,,,,7,0,0,0,0,41,0,0,0,0,0,0,68,0,1450,132,20,134.04384616,,,962.8000000000001,,
7A05649             ,低合金    ,HRB400B    ,1726.0,0.00041,,0.00022,,0.003,74500.0,,,,,,0.475,,0.005,0.014,,0.037,0.0038,0.0016,0.0025,0.0,,,,47,0,0,0,0,0,50,0,0,0,0,0,92,0,1550,132,0,154.26999999999998,,,1029.2,,
7A05648             ,低合金    ,HRB400D    ,1648.0,0.00067,,0.00033,,0.003,73400.0,,,,,,0.475,,0.004,0.013,,0.031,0.0035,0.0013,0.0025,0.0,,,,13,0,0,0,0,30,25,0,0,0,0,0,68,0,1440,132,0,129.36,,,956.1600000000001,,
7A05647             ,低合金    ,HRB400D    ,1666.0,0.00088,,0.0003,,0.002,71050.0,,,,,,0.472,,0.004,0.013,,0.031,0.0036,0.0014,0.0015,0.0,,,,13,0,0,0,0,30,25,0,0,0,0,0,70,0,1490,132,0,132.13,,,989.36,,
7A05646             ,低合金    ,HRB400D    ,1695.0,0.0008,,0.00031,,0.003,72900.0,,,,,,0.489,,0.004,0.011,,0.032,0.0034,0.0013,0.0015,0.0,,,,13,0,0,0,0,30,25,0,0,0,0,0,80,0,1490,132,0,141.73,,,989.36,,
7A05645             ,低合金    ,HRB400D    ,1684.0,0.00078,,0.00043,,0.002,72400.0,,,,,,0.451,,0.005,0.012,,0.029,0.0046,0.0023,0.0017,0.0,,,,13,0,0,0,0,29,50,0,0,0,0,0,85,0,1490,132,0,146.53,,,989.36,,
7A05644             ,低合金    ,HRB400D    ,1650.0,0.00088,,0.00035,,0.0,72950.0,,,,,,0.47,,0.006,0.013,,0.031,0.0036,0.0014,0.0019,0.0,,,,14,0,0,0,0,30,25,0,0,0,0,0,82,0,1570,132,0,145.01,,,1042.48,,
7A05643             ,低合金    ,HRB400D    ,1651.0,0.00072,,0.00036,,0.002,74100.0,,,,,,0.463,,0.005,0.012,,0.032,0.0051,0.0029,0.002,0.0,,,,14,0,0,0,0,30,25,0,0,0,0,0,68,0,1510,132,0,130.55,,,1002.6400000000001,,
7A05642             ,低合金    ,HRB400D    ,1672.0,0.00072,,0.00033,,0.002,73050.0,,,,,,0.469,,0.005,0.012,,0.029,0.0041,0.0019,0.0019,0.0,,,,13,0,0,0,0,29,25,0,0,0,0,0,68,0,1520,132,0,130.72,,,1009.2800000000001,,
7A05641             ,低合金    ,HRB400D    ,1643.0,0.00073,,0.00033,,0.0,73400.0,,,,,,0.472,,0.004,0.012,,0.029,0.0038,0.0016,0.002,0.0,,,,13,0,0,29,0,29,25,0,0,0,0,0,68,0,1540,132,0,131.1499,,,1022.5600000000001,,
7A05640             ,低合金    ,HRB400B    ,1675.0,0.00068,,0.00027,,0.002,74550.0,,,,,,0.469,,0.004,0.011,,0.031,0.0036,0.0014,0.0021,0.0,,,,13,0,0,30,0,0,25,0,0,0,0,0,54,0,1460,132,0,116.35300000000001,,,969.44,,
7A05639             ,低合金    ,HRB400D    ,1648.0,0.00045,,0.00042,,0.002,71200.0,,,,,,0.472,,0.004,0.011,,0.031,0.0035,0.0013,0.0022,0.0,,,,13,0,0,30,0,0,50,0,0,0,0,0,85,0,1560,132,0,147.813,,,1035.8400000000001,,
7A05638             ,低合金    ,HRB400D    ,1663.0,0.00041,,0.00032,,0.002,75500.0,,,,,,0.46,,0.004,0.012,,0.031,0.0035,0.0013,0.0022,0.0,,,,13,0,0,30,0,0,50,0,0,0,0,0,85,0,1500,132,0,146.793,,,996.0,,
7A05637             ,低合金    ,HRB400D    ,1666.0,0.00073,,0.00027,,0.004,73950.0,,,,,,0.482,,0.004,0.01,,0.034,0.1733,0.1385,0.0033,0.0,,,,13,0,0,0,0,30,0,25,0,0,0,0,85,0,1500,88,0,133.5935,,,996.0,,
7A05636             ,低合金    ,HRB400D    ,1664.0,0.00064,,0.00035,,0.002,73300.0,,,,,,0.46,,0.004,0.011,,0.032,0.0038,0.0016,0.0022,0.0,,,,12,0,0,0,0,30,25,0,0,0,0,0,95,0,1510,88,0,143.27,,,1002.6400000000001,,
7A05635             ,低合金    ,HRB400D    ,1640.0,0.00066,,0.00036,,0.002,74700.0,,,,,,0.46,,0.004,0.011,,0.032,0.0035,0.0013,0.0018,0.0,,,,12,0,0,0,0,30,25,0,0,0,0,0,85,0,1520,88,0,133.84,,,1009.2800000000001,,
7A05634             ,低合金    ,HRB400D    ,1659.0,0.00066,,0.00032,,0.002,75350.0,,,,,,0.456,,0.004,0.011,,0.032,0.0044,0.0022,0.0019,0.0,,,,12,0,0,0,0,30,25,0,0,0,0,0,75,0,1510,88,0,124.07,,,1002.6400000000001,,
